engagement,ad_name,campaign,date,reach,spend
12,XBrand | Limited Time | Gift Vouchers | Easy Payments,XBrand | Gold Loan Offers | Lifestyle Rewards | Savings Fiesta | Diwali Deals,2025-03-25,"8,876",LKR611.00
2,XBrand | Swipe and Win | Gift Vouchers | Easy Payments | Travel Smart | Limited Time,XBrand | Flash Sale | Luxury Travel | Digital Drive | Savings Fiesta | Lifestyle Rewards,2025-03-25,"3,171",LKR216.46
37,XBrand | Swipe and Win | Limited Time | Win Big | Exclusive Offer,XBrand | Diwali Deals | Luxury Travel | Back to School | Lifestyle Rewards | Digital Drive,2025-03-25,"20,920","LKR1,201.83"
10,XBrand | Weekend Treat | Limited Time | Gift Vouchers | Swipe and Win,XBrand | Flash Sale | Green Finance | Digital Drive,2025-03-25,"15,705","LKR1,060.86"
15,XBrand | Travel Smart | Bonus Points | Gift Vouchers | Weekend Treat | Easy Payments,XBrand | Holiday Cashback | Diwali Deals | Gold Loan Offers | Auto Loans Special,2025-03-25,"10,245",LKR796.59
8,XBrand | Swipe and Win | Travel Smart | Zero Interest | Easy Payments | Limited Time,XBrand | Savings Fiesta | Diwali Deals | Flash Sale | Lifestyle Rewards | Summer Bonanza,2025-03-25,"6,686",LKR366.78
23,XBrand | Travel Smart | Swipe and Win | Easy Payments,XBrand | Gold Loan Offers | Green Finance | Back to School | Diwali Deals | Flash Sale,2025-03-25,"26,729","LKR1,405.37"
16,XBrand | Zero Interest | Win Big | Swipe and Win,XBrand | Summer Bonanza | Back to School | Digital Drive,2025-03-25,"13,008",LKR907.65
128,XBrand | Limited Time | Weekend Treat | Zero Interest | Travel Smart,XBrand | Back to School | Gold Loan Offers | Diwali Deals | Auto Loans Special | Savings Fiesta,2025-03-25,"185,586","LKR8,660.37"
904,XBrand | Easy Payments | Weekend Treat | Limited Time | Exclusive Offer | Save More,XBrand | Savings Fiesta | Gold Loan Offers | Back to School | Summer Bonanza | Luxury Travel,2025-03-25,"1,570",LKR537.21
"6,231",XBrand | Get Rewarded | Swipe and Win | Exclusive Offer,XBrand | Auto Loans Special | Holiday Cashback | Diwali Deals | Flash Sale | Lifestyle Rewards,2025-03-25,"9,364","LKR2,003.24"
"1,650",XBrand | Bonus Points | Gift Vouchers | Get Rewarded | Limited Time,XBrand | Diwali Deals | Auto Loans Special | Holiday Cashback | Summer Bonanza,2025-03-25,"2,597",LKR827.38
"7,831",XBrand | Easy Payments | Get Rewarded | Travel Smart | Zero Interest,XBrand | Summer Bonanza | Luxury Travel | Savings Fiesta | Auto Loans Special,2025-03-25,"146,487","LKR8,348.94"
"1,751",XBrand | Limited Time | Save More | Get Rewarded | Exclusive Offer,XBrand | Savings Fiesta | Holiday Cashback | Luxury Travel | Flash Sale | Diwali Deals,2025-03-25,"18,287",LKR878.76
293,XBrand | Easy Payments | Get Rewarded | Win Big,XBrand | Summer Bonanza | Lifestyle Rewards | Luxury Travel,2025-03-25,"1,888","LKR1,139.92"
72,XBrand | Exclusive Offer | Bonus Points | Weekend Treat,XBrand | Auto Loans Special | Savings Fiesta | Holiday Cashback,2025-03-25,493,LKR203.18
481,XBrand | Zero Interest | Exclusive Offer | Weekend Treat | Gift Vouchers,XBrand | Savings Fiesta | Flash Sale | Digital Drive | Luxury Travel,2025-03-25,"1,733","LKR1,042.42"
28,XBrand | Gift Vouchers | Bonus Points | Exclusive Offer | Limited Time,XBrand | Holiday Cashback | Summer Bonanza | Auto Loans Special | Flash Sale | Luxury Travel,2025-03-25,218,LKR101.51
243,XBrand | Weekend Treat | Travel Smart | Save More | Bonus Points | Zero Interest,XBrand | Savings Fiesta | Luxury Travel | Gold Loan Offers | Holiday Cashback | Summer Bonanza,2025-03-25,"1,128",LKR512.93
"3,634",XBrand | Bonus Points | Gift Vouchers | Swipe and Win,XBrand | Savings Fiesta | Luxury Travel | Lifestyle Rewards,2025-03-25,"49,973","LKR4,162.89"
214,XBrand | Exclusive Offer | Easy Payments | Save More | Zero Interest | Travel Smart,XBrand | Lifestyle Rewards | Auto Loans Special | Diwali Deals | Flash Sale | Digital Drive,2025-03-25,"3,836",LKR275.91
"6,607",XBrand | Save More | Travel Smart | Gift Vouchers | Get Rewarded,XBrand | Digital Drive | Luxury Travel | Diwali Deals,2025-03-25,"127,864","LKR10,375.06"
"1,461",XBrand | Swipe and Win | Exclusive Offer | Gift Vouchers,XBrand | Holiday Cashback | Back to School | Lifestyle Rewards,2025-03-25,"27,075","LKR2,122.94"
"1,658",XBrand | Easy Payments | Weekend Treat | Travel Smart | Win Big,XBrand | Back to School | Auto Loans Special | Green Finance,2025-03-25,5,LKR0.41
12,XBrand | Exclusive Offer | Get Rewarded | Bonus Points | Win Big | Easy Payments,XBrand | Digital Drive | Back to School | Auto Loans Special | Flash Sale,2025-03-25,122,LKR32.02
11,XBrand | Bonus Points | Zero Interest | Get Rewarded | Weekend Treat,XBrand | Auto Loans Special | Green Finance | Digital Drive | Lifestyle Rewards,2025-03-25,4,LKR0.91
69,XBrand | Weekend Treat | Travel Smart | Get Rewarded,XBrand | Savings Fiesta | Digital Drive | Auto Loans Special | Luxury Travel | Summer Bonanza,2025-03-25,703,LKR250.34
"1,264",XBrand | Save More | Easy Payments | Travel Smart | Bonus Points,XBrand | Green Finance | Luxury Travel | Summer Bonanza | Flash Sale,2025-03-25,"15,326","LKR4,627.33"
23,XBrand | Bonus Points | Weekend Treat | Win Big | Easy Payments | Limited Time,XBrand | Lifestyle Rewards | Auto Loans Special | Gold Loan Offers,2025-03-25,173,LKR44.15
41,XBrand | Bonus Points | Easy Payments | Swipe and Win | Weekend Treat,XBrand | Luxury Travel | Gold Loan Offers | Savings Fiesta | Holiday Cashback | Auto Loans Special,2025-03-25,256,LKR98.10
"7,458",XBrand | Travel Smart | Get Rewarded | Exclusive Offer | Save More | Weekend Treat,XBrand | Summer Bonanza | Holiday Cashback | Diwali Deals,2025-03-25,"189,962","LKR10,095.25"
337,XBrand | Gift Vouchers | Limited Time | Travel Smart,XBrand | Luxury Travel | Flash Sale | Gold Loan Offers | Digital Drive,2025-03-25,"7,614",LKR412.80
"1,305",XBrand | Swipe and Win | Bonus Points | Easy Payments | Exclusive Offer | Win Big,XBrand | Gold Loan Offers | Back to School | Diwali Deals | Lifestyle Rewards,2025-03-25,"30,118","LKR1,434.26"
"1,585",XBrand | Gift Vouchers | Travel Smart | Swipe and Win | Exclusive Offer,XBrand | Diwali Deals | Lifestyle Rewards | Flash Sale | Gold Loan Offers | Auto Loans Special,2025-03-25,"42,051","LKR2,597.23"
278,XBrand | Swipe and Win | Bonus Points | Weekend Treat,XBrand | Gold Loan Offers | Green Finance | Luxury Travel | Digital Drive,2025-03-25,"182,408","LKR9,875.93"
3,XBrand | Bonus Points | Easy Payments | Win Big | Limited Time,XBrand | Holiday Cashback | Savings Fiesta | Gold Loan Offers | Diwali Deals,2025-03-25,"7,907",LKR567.79
6,XBrand | Gift Vouchers | Easy Payments | Limited Time | Exclusive Offer | Weekend Treat,XBrand | Digital Drive | Lifestyle Rewards | Diwali Deals | Flash Sale | Green Finance,2025-03-25,"4,948",LKR287.34
106,XBrand | Travel Smart | Easy Payments | Bonus Points | Get Rewarded | Zero Interest,XBrand | Auto Loans Special | Holiday Cashback | Digital Drive | Lifestyle Rewards | Flash Sale,2025-03-25,"57,431","LKR3,798.79"
43,XBrand | Exclusive Offer | Easy Payments | Save More | Weekend Treat,XBrand | Digital Drive | Savings Fiesta | Diwali Deals | Auto Loans Special | Luxury Travel,2025-03-25,"33,050","LKR1,973.26"
40,XBrand | Weekend Treat | Exclusive Offer | Zero Interest,XBrand | Flash Sale | Digital Drive | Diwali Deals,2025-03-25,"13,217",LKR891.69
"6,905",XBrand | Easy Payments | Gift Vouchers | Bonus Points,XBrand | Diwali Deals | Auto Loans Special | Holiday Cashback | Summer Bonanza | Back to School,2025-03-25,"102,031","LKR5,347.16"
"1,365",XBrand | Exclusive Offer | Gift Vouchers | Get Rewarded | Zero Interest,XBrand | Gold Loan Offers | Summer Bonanza | Flash Sale,2025-03-25,"21,206","LKR1,157.39"
"1,764",XBrand | Gift Vouchers | Zero Interest | Swipe and Win,XBrand | Holiday Cashback | Summer Bonanza | Back to School | Savings Fiesta | Luxury Travel,2025-03-25,"35,053","LKR2,067.49"
"1,127",XBrand | Get Rewarded | Swipe and Win | Zero Interest | Easy Payments,XBrand | Auto Loans Special | Holiday Cashback | Luxury Travel,2025-03-25,"19,513","LKR1,189.72"
2,XBrand | Easy Payments | Zero Interest | Limited Time | Save More | Swipe and Win,XBrand | Green Finance | Holiday Cashback | Lifestyle Rewards | Auto Loans Special,2025-03-25,"8,221",LKR521.04
35,XBrand | Win Big | Limited Time | Easy Payments | Swipe and Win,XBrand | Auto Loans Special | Diwali Deals | Savings Fiesta | Green Finance,2025-03-25,"12,702",LKR784.16
25,XBrand | Limited Time | Exclusive Offer | Gift Vouchers,XBrand | Diwali Deals | Savings Fiesta | Holiday Cashback | Gold Loan Offers,2025-03-25,"16,430","LKR1,205.00"
9,XBrand | Zero Interest | Travel Smart | Easy Payments | Limited Time | Exclusive Offer,XBrand | Back to School | Gold Loan Offers | Lifestyle Rewards | Auto Loans Special,2025-03-25,"7,257",LKR369.19
2,XBrand | Bonus Points | Easy Payments | Save More | Gift Vouchers,XBrand | Digital Drive | Diwali Deals | Summer Bonanza,2025-03-25,"2,143",LKR113.51
45,XBrand | Save More | Get Rewarded | Win Big | Zero Interest | Gift Vouchers,XBrand | Digital Drive | Lifestyle Rewards | Green Finance | Holiday Cashback | Summer Bonanza,2025-03-25,"26,551","LKR1,563.26"
1,XBrand | Easy Payments | Swipe and Win | Bonus Points | Zero Interest | Gift Vouchers,XBrand | Summer Bonanza | Lifestyle Rewards | Flash Sale,2025-03-26,"2,901",LKR176.18
110,XBrand | Zero Interest | Travel Smart | Win Big | Swipe and Win | Easy Payments,XBrand | Luxury Travel | Diwali Deals | Savings Fiesta | Auto Loans Special,2025-03-26,"75,411","LKR4,546.23"
385,XBrand | Weekend Treat | Exclusive Offer | Zero Interest | Get Rewarded,XBrand | Diwali Deals | Flash Sale | Gold Loan Offers,2025-03-26,"4,105","LKR10,961.82"
106,XBrand | Exclusive Offer | Win Big | Bonus Points | Weekend Treat | Gift Vouchers,XBrand | Holiday Cashback | Back to School | Diwali Deals,2025-03-26,"1,395","LKR9,728.51"
99,XBrand | Save More | Limited Time | Travel Smart | Zero Interest | Swipe and Win,XBrand | Gold Loan Offers | Auto Loans Special | Digital Drive | Green Finance | Back to School,2025-03-26,371,"LKR9,722.15"
766,XBrand | Exclusive Offer | Win Big | Get Rewarded | Travel Smart,XBrand | Flash Sale | Gold Loan Offers | Green Finance | Lifestyle Rewards,2025-03-26,"8,134","LKR9,024.44"
116,XBrand | Limited Time | Swipe and Win | Get Rewarded,XBrand | Summer Bonanza | Back to School | Savings Fiesta | Luxury Travel,2025-03-26,451,"LKR9,903.79"
11,XBrand | Travel Smart | Win Big | Bonus Points | Swipe and Win | Weekend Treat,XBrand | Gold Loan Offers | Auto Loans Special | Savings Fiesta,2025-03-26,"8,717",LKR491.35
11,XBrand | Travel Smart | Zero Interest | Weekend Treat | Gift Vouchers | Easy Payments,XBrand | Savings Fiesta | Auto Loans Special | Digital Drive | Green Finance | Summer Bonanza,2025-03-26,"10,447",LKR643.70
1,XBrand | Bonus Points | Easy Payments | Exclusive Offer | Zero Interest,XBrand | Savings Fiesta | Flash Sale | Lifestyle Rewards,2025-03-26,"4,041",LKR273.84
"2,983",XBrand | Win Big | Limited Time | Travel Smart | Bonus Points | Exclusive Offer,XBrand | Flash Sale | Auto Loans Special | Back to School,2025-03-26,"9,818",LKR509.59
"6,872",XBrand | Easy Payments | Limited Time | Gift Vouchers,XBrand | Diwali Deals | Green Finance | Back to School,2025-03-26,"31,509","LKR1,325.40"
5,XBrand | Exclusive Offer | Zero Interest | Travel Smart,XBrand | Diwali Deals | Back to School | Digital Drive | Summer Bonanza | Luxury Travel,2025-03-26,"4,724",LKR197.63
10,XBrand | Bonus Points | Zero Interest | Save More,XBrand | Flash Sale | Back to School | Summer Bonanza | Lifestyle Rewards,2025-03-26,127,LKR61.35
"4,825",XBrand | Exclusive Offer | Swipe and Win | Limited Time | Gift Vouchers | Easy Payments,XBrand | Back to School | Digital Drive | Lifestyle Rewards | Holiday Cashback | Luxury Travel,2025-03-26,"105,099","LKR5,331.93"
11,XBrand | Save More | Exclusive Offer | Limited Time,XBrand | Green Finance | Back to School | Digital Drive | Summer Bonanza | Auto Loans Special,2025-03-26,"24,884","LKR1,242.20"
672,XBrand | Bonus Points | Easy Payments | Travel Smart | Save More,XBrand | Lifestyle Rewards | Luxury Travel | Diwali Deals,2025-03-26,"97,884","LKR5,791.53"
710,XBrand | Gift Vouchers | Weekend Treat | Swipe and Win | Exclusive Offer | Bonus Points,XBrand | Flash Sale | Gold Loan Offers | Auto Loans Special | Green Finance,2025-03-26,"1,852",LKR367.81
735,XBrand | Gift Vouchers | Weekend Treat | Swipe and Win | Easy Payments,XBrand | Lifestyle Rewards | Digital Drive | Diwali Deals | Flash Sale,2025-03-26,"2,107",LKR324.03
"1,881",XBrand | Get Rewarded | Weekend Treat | Exclusive Offer | Save More,XBrand | Diwali Deals | Digital Drive | Holiday Cashback,2025-03-26,"4,071",LKR728.53
16,XBrand | Travel Smart | Easy Payments | Bonus Points | Swipe and Win | Weekend Treat,XBrand | Savings Fiesta | Green Finance | Luxury Travel | Holiday Cashback | Auto Loans Special,2025-03-26,"15,146",LKR817.66
6,XBrand | Weekend Treat | Exclusive Offer | Easy Payments,XBrand | Back to School | Flash Sale | Diwali Deals,2025-03-26,"7,597",LKR516.79
30,XBrand | Get Rewarded | Swipe and Win | Weekend Treat | Gift Vouchers,XBrand | Back to School | Summer Bonanza | Digital Drive | Lifestyle Rewards | Savings Fiesta,2025-03-26,"13,476",LKR776.21
2,XBrand | Get Rewarded | Swipe and Win | Win Big | Travel Smart,XBrand | Summer Bonanza | Flash Sale | Back to School | Green Finance,2025-03-26,"8,735",LKR542.89
29,XBrand | Zero Interest | Travel Smart | Limited Time | Exclusive Offer | Save More,XBrand | Lifestyle Rewards | Flash Sale | Savings Fiesta | Holiday Cashback,2025-03-26,"10,695",LKR787.53
107,XBrand | Bonus Points | Easy Payments | Exclusive Offer | Swipe and Win | Get Rewarded,XBrand | Back to School | Savings Fiesta | Auto Loans Special | Diwali Deals,2025-03-26,"11,931",LKR769.17
14,XBrand | Limited Time | Easy Payments | Bonus Points,XBrand | Back to School | Green Finance | Auto Loans Special,2025-03-26,"11,829",LKR849.73
20,XBrand | Bonus Points | Exclusive Offer | Easy Payments | Zero Interest | Save More,XBrand | Auto Loans Special | Holiday Cashback | Back to School,2025-03-26,"13,155","LKR1,005.37"
7,XBrand | Limited Time | Swipe and Win | Easy Payments | Travel Smart | Win Big,XBrand | Auto Loans Special | Back to School | Gold Loan Offers,2025-03-26,"8,861",LKR611.26
5,XBrand | Limited Time | Get Rewarded | Gift Vouchers | Zero Interest | Save More,XBrand | Summer Bonanza | Back to School | Luxury Travel,2025-03-26,"9,735",LKR599.60
81,XBrand | Travel Smart | Easy Payments | Win Big | Exclusive Offer | Limited Time,XBrand | Diwali Deals | Lifestyle Rewards | Back to School | Savings Fiesta | Luxury Travel,2025-03-26,"40,670","LKR2,704.16"
13,XBrand | Get Rewarded | Bonus Points | Gift Vouchers | Weekend Treat | Limited Time,XBrand | Holiday Cashback | Diwali Deals | Luxury Travel | Gold Loan Offers,2025-03-26,"21,304","LKR2,056.05"
54,XBrand | Exclusive Offer | Zero Interest | Weekend Treat | Limited Time,XBrand | Luxury Travel | Gold Loan Offers | Flash Sale | Diwali Deals | Summer Bonanza,2025-03-26,"26,294","LKR1,454.16"
15,XBrand | Get Rewarded | Gift Vouchers | Win Big,XBrand | Savings Fiesta | Back to School | Gold Loan Offers | Luxury Travel,2025-03-26,731,LKR348.29
32,XBrand | Limited Time | Save More | Win Big | Get Rewarded | Travel Smart,XBrand | Savings Fiesta | Auto Loans Special | Lifestyle Rewards | Diwali Deals | Back to School,2025-03-26,"12,346",LKR655.31
"1,435",XBrand | Get Rewarded | Save More | Bonus Points | Win Big,XBrand | Lifestyle Rewards | Flash Sale | Savings Fiesta | Summer Bonanza | Diwali Deals,2025-03-26,"36,957","LKR1,981.27"
68,XBrand | Swipe and Win | Zero Interest | Save More | Limited Time | Win Big,XBrand | Holiday Cashback | Gold Loan Offers | Lifestyle Rewards,2025-03-26,737,LKR196.62
135,XBrand | Bonus Points | Easy Payments | Save More | Limited Time,XBrand | Lifestyle Rewards | Luxury Travel | Green Finance | Savings Fiesta,2025-03-26,"1,799",LKR446.89
411,XBrand | Easy Payments | Weekend Treat | Get Rewarded | Limited Time | Swipe and Win,XBrand | Back to School | Diwali Deals | Luxury Travel | Holiday Cashback,2025-03-26,"5,321","LKR2,249.08"
192,XBrand | Bonus Points | Gift Vouchers | Save More | Zero Interest | Weekend Treat,XBrand | Holiday Cashback | Back to School | Lifestyle Rewards,2025-03-26,"2,614",LKR804.21
864,XBrand | Win Big | Save More | Exclusive Offer,XBrand | Green Finance | Flash Sale | Lifestyle Rewards | Gold Loan Offers,2025-03-26,"13,938","LKR3,859.01"
197,XBrand | Save More | Easy Payments | Swipe and Win | Gift Vouchers,XBrand | Digital Drive | Gold Loan Offers | Flash Sale,2025-03-26,"1,867",LKR619.39
75,XBrand | Zero Interest | Win Big | Swipe and Win | Gift Vouchers,XBrand | Lifestyle Rewards | Luxury Travel | Diwali Deals,2025-03-26,"59,034","LKR3,624.13"
33,XBrand | Exclusive Offer | Limited Time | Get Rewarded | Easy Payments,XBrand | Luxury Travel | Gold Loan Offers | Flash Sale,2025-03-26,"25,243","LKR1,415.24"
5,XBrand | Travel Smart | Get Rewarded | Swipe and Win,XBrand | Summer Bonanza | Back to School | Gold Loan Offers | Diwali Deals,2025-03-26,"27,095","LKR1,871.68"
12,XBrand | Weekend Treat | Swipe and Win | Travel Smart,XBrand | Savings Fiesta | Diwali Deals | Digital Drive | Gold Loan Offers,2025-03-26,"6,304",LKR397.61
36,XBrand | Win Big | Weekend Treat | Easy Payments,XBrand | Lifestyle Rewards | Diwali Deals | Back to School | Luxury Travel | Flash Sale,2025-03-26,"16,823",LKR841.28
110,XBrand | Win Big | Bonus Points | Travel Smart | Zero Interest | Weekend Treat,XBrand | Flash Sale | Lifestyle Rewards | Savings Fiesta,2025-03-26,"62,365","LKR3,949.83"
111,XBrand | Limited Time | Zero Interest | Easy Payments | Weekend Treat,XBrand | Auto Loans Special | Luxury Travel | Digital Drive | Summer Bonanza | Back to School,2025-03-26,396,LKR28.50
57,XBrand | Zero Interest | Get Rewarded | Exclusive Offer | Bonus Points,XBrand | Savings Fiesta | Flash Sale | Auto Loans Special | Holiday Cashback,2025-03-26,"38,738","LKR2,868.92"
21,XBrand | Easy Payments | Gift Vouchers | Get Rewarded,XBrand | Flash Sale | Green Finance | Holiday Cashback | Digital Drive | Luxury Travel,2025-03-26,"17,488","LKR1,314.30"
18,XBrand | Gift Vouchers | Swipe and Win | Weekend Treat | Zero Interest | Bonus Points,XBrand | Diwali Deals | Digital Drive | Back to School | Summer Bonanza,2025-03-26,"11,566",LKR741.58
4,XBrand | Bonus Points | Gift Vouchers | Weekend Treat | Limited Time | Exclusive Offer,XBrand | Back to School | Savings Fiesta | Lifestyle Rewards,2025-03-26,"3,817",LKR309.22
22,XBrand | Win Big | Limited Time | Gift Vouchers,XBrand | Summer Bonanza | Luxury Travel | Gold Loan Offers | Holiday Cashback | Back to School,2025-03-26,"11,244",LKR611.97
22,XBrand | Limited Time | Exclusive Offer | Win Big | Save More,XBrand | Auto Loans Special | Gold Loan Offers | Holiday Cashback,2025-03-26,"1,871",LKR133.47
46,XBrand | Limited Time | Get Rewarded | Travel Smart | Exclusive Offer,XBrand | Diwali Deals | Back to School | Auto Loans Special | Flash Sale,2025-03-26,"16,974","LKR1,170.68"
7,XBrand | Gift Vouchers | Win Big | Exclusive Offer | Easy Payments | Travel Smart,XBrand | Back to School | Auto Loans Special | Gold Loan Offers | Digital Drive | Luxury Travel,2025-03-26,"16,591","LKR1,092.16"
13,XBrand | Gift Vouchers | Weekend Treat | Limited Time | Exclusive Offer,XBrand | Flash Sale | Luxury Travel | Savings Fiesta | Summer Bonanza,2025-03-26,"8,975",LKR697.15
12,XBrand | Save More | Limited Time | Bonus Points,XBrand | Gold Loan Offers | Back to School | Lifestyle Rewards | Savings Fiesta,2025-03-26,"7,177",LKR379.46
38,XBrand | Easy Payments | Win Big | Save More | Get Rewarded,XBrand | Savings Fiesta | Holiday Cashback | Luxury Travel | Green Finance,2025-03-26,"23,892","LKR1,501.79"
7,XBrand | Swipe and Win | Get Rewarded | Save More | Weekend Treat | Win Big,XBrand | Savings Fiesta | Lifestyle Rewards | Flash Sale,2025-03-26,"12,697","LKR1,025.48"
75,XBrand | Save More | Swipe and Win | Travel Smart | Bonus Points | Exclusive Offer,XBrand | Lifestyle Rewards | Back to School | Auto Loans Special | Summer Bonanza | Savings Fiesta,2025-03-26,"107,763","LKR6,591.46"
"2,478",XBrand | Exclusive Offer | Zero Interest | Get Rewarded,XBrand | Savings Fiesta | Luxury Travel | Holiday Cashback,2025-03-26,"4,808",LKR947.21
"6,176",XBrand | Limited Time | Zero Interest | Get Rewarded | Win Big | Save More,XBrand | Auto Loans Special | Gold Loan Offers | Diwali Deals,2025-03-26,"9,283","LKR1,793.95"
"1,353",XBrand | Bonus Points | Swipe and Win | Get Rewarded,XBrand | Digital Drive | Luxury Travel | Green Finance | Flash Sale,2025-03-26,"3,007",LKR758.08
"9,945",XBrand | Swipe and Win | Get Rewarded | Exclusive Offer | Save More,XBrand | Savings Fiesta | Auto Loans Special | Gold Loan Offers,2025-03-26,"139,390","LKR7,698.41"
"1,336",XBrand | Bonus Points | Save More | Zero Interest,XBrand | Luxury Travel | Gold Loan Offers | Lifestyle Rewards | Summer Bonanza | Flash Sale,2025-03-26,"11,440",LKR862.12
357,XBrand | Swipe and Win | Weekend Treat | Gift Vouchers | Limited Time,XBrand | Diwali Deals | Holiday Cashback | Auto Loans Special | Green Finance,2025-03-26,"2,318","LKR1,202.37"
25,XBrand | Easy Payments | Win Big | Swipe and Win | Zero Interest,XBrand | Digital Drive | Auto Loans Special | Lifestyle Rewards | Diwali Deals | Holiday Cashback,2025-03-26,192,LKR91.01
504,XBrand | Easy Payments | Save More | Win Big | Travel Smart | Get Rewarded,XBrand | Lifestyle Rewards | Green Finance | Holiday Cashback | Digital Drive | Back to School,2025-03-26,"2,920","LKR1,184.42"
326,XBrand | Get Rewarded | Zero Interest | Bonus Points | Travel Smart | Save More,XBrand | Lifestyle Rewards | Green Finance | Back to School,2025-03-26,"1,782",LKR703.39
"6,220",XBrand | Gift Vouchers | Weekend Treat | Bonus Points | Travel Smart,XBrand | Savings Fiesta | Lifestyle Rewards | Gold Loan Offers,2025-03-26,"114,642","LKR9,106.57"
"4,383",XBrand | Limited Time | Weekend Treat | Gift Vouchers | Swipe and Win,XBrand | Green Finance | Auto Loans Special | Flash Sale | Lifestyle Rewards,2025-03-26,"84,928","LKR5,246.03"
"1,169",XBrand | Limited Time | Win Big | Save More | Gift Vouchers | Get Rewarded,XBrand | Gold Loan Offers | Auto Loans Special | Back to School | Lifestyle Rewards,2025-03-26,"23,017","LKR1,528.21"
721,XBrand | Weekend Treat | Zero Interest | Get Rewarded | Win Big | Bonus Points,XBrand | Lifestyle Rewards | Summer Bonanza | Diwali Deals | Auto Loans Special,2025-03-26,"12,648",LKR973.16
290,XBrand | Zero Interest | Exclusive Offer | Weekend Treat,XBrand | Lifestyle Rewards | Auto Loans Special | Gold Loan Offers | Summer Bonanza,2025-03-26,"3,384",LKR785.73
1,XBrand | Bonus Points | Travel Smart | Limited Time | Gift Vouchers | Swipe and Win,XBrand | Lifestyle Rewards | Summer Bonanza | Digital Drive | Diwali Deals,2025-03-26,15,LKR5.21
"1,678",XBrand | Save More | Limited Time | Gift Vouchers | Zero Interest | Win Big,XBrand | Digital Drive | Gold Loan Offers | Green Finance,2025-03-26,"19,421","LKR5,565.88"
67,XBrand | Zero Interest | Gift Vouchers | Save More | Weekend Treat | Get Rewarded,XBrand | Back to School | Diwali Deals | Flash Sale | Savings Fiesta | Digital Drive,2025-03-26,872,LKR233.35
9,XBrand | Save More | Get Rewarded | Travel Smart | Easy Payments | Weekend Treat,XBrand | Gold Loan Offers | Lifestyle Rewards | Luxury Travel | Digital Drive | Savings Fiesta,2025-03-26,134,LKR54.45
"7,413",XBrand | Bonus Points | Swipe and Win | Win Big | Gift Vouchers | Weekend Treat,XBrand | Diwali Deals | Savings Fiesta | Holiday Cashback | Auto Loans Special | Back to School,2025-03-26,"167,466","LKR10,126.01"
453,XBrand | Limited Time | Get Rewarded | Easy Payments,XBrand | Back to School | Luxury Travel | Auto Loans Special | Holiday Cashback | Flash Sale,2025-03-26,"8,957",LKR605.99
"1,470",XBrand | Limited Time | Gift Vouchers | Save More | Weekend Treat,XBrand | Gold Loan Offers | Green Finance | Auto Loans Special | Diwali Deals,2025-03-26,"30,632","LKR1,560.53"
"1,853",XBrand | Travel Smart | Weekend Treat | Save More | Zero Interest | Limited Time,XBrand | Summer Bonanza | Savings Fiesta | Gold Loan Offers | Flash Sale,2025-03-26,"44,551","LKR2,614.63"
239,XBrand | Limited Time | Exclusive Offer | Win Big | Save More,XBrand | Flash Sale | Gold Loan Offers | Savings Fiesta | Luxury Travel,2025-03-26,"154,185","LKR11,393.08"
3,XBrand | Save More | Limited Time | Exclusive Offer | Gift Vouchers,XBrand | Gold Loan Offers | Back to School | Savings Fiesta | Summer Bonanza,2025-03-26,"5,188",LKR360.21
5,XBrand | Gift Vouchers | Get Rewarded | Exclusive Offer | Bonus Points | Weekend Treat,XBrand | Savings Fiesta | Summer Bonanza | Lifestyle Rewards,2025-03-26,"4,849",LKR282.45
106,XBrand | Travel Smart | Easy Payments | Gift Vouchers | Win Big | Save More,XBrand | Savings Fiesta | Lifestyle Rewards | Luxury Travel | Back to School,2025-03-26,"63,449","LKR3,081.41"
30,XBrand | Exclusive Offer | Gift Vouchers | Get Rewarded | Save More,XBrand | Green Finance | Holiday Cashback | Flash Sale | Auto Loans Special,2025-03-26,"23,472","LKR1,428.21"
12,XBrand | Zero Interest | Save More | Gift Vouchers | Swipe and Win | Exclusive Offer,XBrand | Back to School | Diwali Deals | Luxury Travel | Summer Bonanza | Flash Sale,2025-03-26,"8,676",LKR496.57
"7,486",XBrand | Zero Interest | Swipe and Win | Get Rewarded | Weekend Treat,XBrand | Savings Fiesta | Green Finance | Back to School | Flash Sale | Auto Loans Special,2025-03-26,"126,101","LKR5,910.54"
767,XBrand | Save More | Gift Vouchers | Zero Interest | Travel Smart | Easy Payments,XBrand | Back to School | Diwali Deals | Green Finance,2025-03-26,"15,743",LKR687.55
"1,156",XBrand | Bonus Points | Gift Vouchers | Zero Interest | Swipe and Win | Limited Time,XBrand | Auto Loans Special | Holiday Cashback | Flash Sale | Lifestyle Rewards | Digital Drive,2025-03-26,"23,862","LKR1,045.34"
539,XBrand | Limited Time | Weekend Treat | Swipe and Win,XBrand | Back to School | Green Finance | Summer Bonanza | Digital Drive,2025-03-26,"8,937",LKR561.95
1,XBrand | Gift Vouchers | Zero Interest | Limited Time | Exclusive Offer | Save More,XBrand | Luxury Travel | Digital Drive | Auto Loans Special,2025-03-26,"6,755",LKR403.27
26,XBrand | Get Rewarded | Win Big | Swipe and Win,XBrand | Auto Loans Special | Flash Sale | Holiday Cashback,2025-03-26,"11,724",LKR941.62
